Branch,Date,Quantity
MAA,2023-08-28,1170.0
MAA,2023-09-04,1702.0
MAA,2023-09-11,1795.0
MAA,2023-09-18,1922.5
MAA,2023-09-25,2526.0
MAA,2023-10-02,391.0
MAA,2023-10-09,1505.0
MAA,2023-10-16,2043.0
MAA,2023-10-23,1411.0
MAA,2023-10-30,1620.0
MAA,2023-11-06,1727.0
MAA,2023-11-13,532.0
MAA,2023-11-20,764.0
MAA,2023-11-27,1733.5
MAA,2023-12-04,378.0
MAA,2023-12-11,893.0
MAA,2023-12-18,4139.5
MAA,2023-12-25,13125.0
MAA,2024-01-01,334.0
MAA,2024-01-08,758.5
MAA,2024-01-15,706.5
MAA,2024-01-22,3859.5
MAA,2024-01-29,4085.0
MAA,2024-02-05,811.5
MAA,2024-02-12,1392.5
MAA,2024-02-19,3183.5
MAA,2024-02-26,8144.5
MAA,2024-03-04,1781.0
MAA,2024-03-11,3776.5
MAA,2024-03-18,5251.5
MAA,2024-03-25,11480.5
